"listener"	"artist_name"	"album_name"	"song_name"	"artist_popularity"	"album_popularity"	"song_popularity"	"acousticness"	"danceability"	"energy"	"instrumentalness"	"liveness"	"loudness"	"speechiness"	"tempo"	"valence"
"1709"	56	"Norah Jones"	"Come Away With Me"	"Don't Know Why"	76	72	73	0.883	0.732	0.198	1.1e-05	0.0659	-11.775	0.028	88.174	0.618
"1710"	53	"Haley Reinhart"	"Listen Up!"	"Free"	67	41	37	0.469	0.587	0.706	0	0.135	-4.378	0.0448	125.228	0.382
"1712"	57	"Seal"	"Hits"	"Get It Together"	67	53	36	0.105	0.74	0.802	0	0.409	-5.201	0.0428	120.104	0.907
"1713"	56	"Eagle-Eye Cherry"	"Desireless"	"Permanent Tears"	63	62	21	0.0819	0.637	0.53	0.000357	0.0423	-9.975	0.0347	144.417	0.528
"1721"	52	"The Script"	"Science & Faith"	"For the First Time"	79	64	67	0.0339	0.393	0.633	0	0.104	-4.769	0.0275	174.022	0.382
"1724"	50	"Sting"	"The Soul Cages"	"Mad About You"	73	50	51	0.597	0.562	0.572	1.37e-05	0.103	-12.22	0.0399	84.792	0.473
"1725"	47	"Singer's Edge Karaoke"	"Lose Yourself to Dance (Originally Performed by Daft Punk Feat. Pharrell Williams) [Karaoke Version]"	"Lose Yourself to Dance (Originally Performed by Daft Punk Feat. Pharrell Williams) - Instrumental Only"	34	2	0	0.00683	0.823	0.509	0.656	0.0797	-8.139	0.0687	100.183	0.429
"1727"	46	"Chris de Burgh"	"The Words 'I Love You' (Radio Edit)"	"The Words 'I Love You' - Radio Edit"	63	22	30	0.118	0.606	0.663	0.00022	0.157	-5.935	0.0277	114.018	0.478
"1729"	52	"Stereophonics"	"Keep Calm And Carry On (International Bonus Track Version)"	"Innocent"	68	36	30	0.00733	0.575	0.842	0	0.308	-4.717	0.028	144.008	0.907
"1731"	50	"Bryn Christopher"	"The Quest"	"The Quest"	59	31	39	0.0613	0.469	0.834	0	0.104	-4.349	0.0678	181.851	0.781
"1732"	50	"The B-52's"	"Remixed Rock"	"Love Shack - DJ Tonka Remix"	64	9	4	0.00291	0.778	0.699	0.444	0.0945	-7.251	0.0576	127.878	0.506
"1734"	42	"Counting Crows"	"Films About Ghosts: The Best Of..."	"Accidentally In Love"	73	55	63	0.0484	0.555	0.926	7.67e-06	0.171	-3.613	0.0363	138.017	0.771
"1736"	52	"Alanis Morissette"	"Jagged Little Pill (Remastered)"	"Ironic - 2015 Remaster"	71	68	70	0.218	0.408	0.582	0	0.159	-8.305	0.0508	114.926	0.365
"1738"	48	"Modern Talking"	"Ready For Romance"	"Brother Louie"	66	58	65	0.396	0.783	0.836	0.0236	0.135	-9.223	0.0486	108.966	0.831
"1739"	47	"Bruno Mars"	"Unorthodox Jukebox"	"Locked Out of Heaven"	90	79	77	0.049	0.726	0.698	0	0.309	-4.165	0.0431	143.994	0.867
"1741"	43	"Liquido"	"Narcotic"	"Narcotic - Radio Edit"	55	56	65	0.000876	0.617	0.607	0.0701	0.0918	-7.015	0.0231	102.068	0.446
"1742"	40	"Sonique"	"Hear My Cry"	"Sky"	50	50	46	0.0822	0.607	0.758	1.31e-06	0.153	-7.292	0.0341	143.142	0.733
"1747"	32	"Electronic"	"Twisted Tenderness [Special Edition]"	"Vivid"	47	25	13	0.00256	0.5	0.896	0.00233	0.122	-5.313	0.0486	122.142	0.265
"1750"	29	"Taylor Dayne"	"Tell It to My Heart (Expanded Edition)"	"Tell It to My Heart"	59	57	65	0.0302	0.638	0.988	1.16e-05	0.371	-5.042	0.0921	117.955	0.723
"1751"	31	"Squirrel Nut Zippers"	"The Best of Squirrel Nut Zippers"	"Hell"	44	40	42	0.508	0.566	0.802	0.000235	0.101	-7.495	0.0751	102.984	0.808
"1753"	32	"Juanes"	"Un Día Normal"	"A Dios Le Pido"	80	69	66	0.0585	0.678	0.845	0	0.0942	-3.527	0.055	97.002	0.954
"1754"	33	"Passenger"	"All The Little Lights"	"Let Her Go"	77	68	75	0.385	0.509	0.538	0	0.104	-7.335	0.0572	75.089	0.244
"1756"	35	"Garbage"	"Garbage"	"Only Happy When It Rains"	63	55	56	8.5e-05	0.509	0.769	0.00363	0.13	-7.527	0.0315	121.439	0.464
"1757"	34	"Bran Van 3000"	"Bran Van 3000 Greatest Hits"	"Astounded (feat. Curtis Mayfield)"	48	34	21	0.042	0.663	0.824	0.000157	0.105	-5.14	0.0689	143.01	0.69
"1759"	38	"Ray Charles"	"Georgia On My Mind"	"Hit the Road Jack"	69	60	67	0.568	0.613	0.618	0	0.727	-11.831	0.257	172.741	0.94
"1762"	37	"Lou Bega"	"A Little Bit of Mambo"	"Mambo No. 5 (a Little Bit of...)"	64	66	75	0.103	0.622	0.807	0	0.306	-6.752	0.408	174.06	0.892
"1764"	34	"Sunrise Avenue"	"On The Way To Wonderland"	"Fairytale Gone Bad"	60	43	51	0.0861	0.681	0.574	0	0.0912	-6.889	0.0456	138.022	0.44
"1765"	33	"Prince"	"Originals"	"Manic Monday"	76	58	55	0.0329	0.59	0.85	5.13e-05	0.346	-6.251	0.0398	117.959	0.945
"1766"	35	"Joe Cocker"	"With A Little Help From My Friends"	"Don't Let Me Be Misunderstood"	68	59	37	0.189	0.352	0.472	0.00363	0.0705	-12.87	0.03	87.186	0.52
"1767"	39	"The Baseballs"	"Strike! Back"	"Let's Get Loud"	55	40	19	0.241	0.508	0.859	8.64e-06	0.128	-5.244	0.0648	174.132	0.636
"1771"	38	"John Parr"	"St. Elmo's Fire - Music From The Original Motion Picture Soundtrack"	"St. Elmos Fire (Man in Motion)"	56	59	67	0.15	0.612	0.6	3.04e-06	0.222	-10.945	0.0327	111.203	0.471
"1775"	32	"Queen"	"News Of The World (2011 Remaster)"	"We Will Rock You - Remastered"	93	75	79	0.676	0.692	0.497	0	0.259	-7.316	0.119	81.308	0.475
"1777"	30	"Richard Thompson"	"Mock Tudor"	"Crawl Back (Under My Stone)"	50	21	18	0.273	0.81	0.607	0.000637	0.23	-7.043	0.0434	147.437	0.962
"1779"	35	"Deep Purple"	"The Official Deep Purple (Overseas) Live Series: Graz 1975"	"Burn - Live in Graz 1975"	71	22	20	0.000127	0.321	0.942	0.229	0.728	-3.796	0.0723	99.469	0.336
"1780"	29	"Incubus"	"Love Hurts"	"Drive - Live at Edgefest 2006"	73	25	11	0.0681	0.547	0.777	0.000375	0.693	-3.742	0.0432	90.486	0.506
"1781"	29	"Foo Fighters"	"Wasting Light"	"These Days"	81	66	62	0.000261	0.532	0.664	0	0.205	-4.428	0.0304	135.306	0.215
"1782"	28	"Chris Cornell"	"Songbook"	"Like A Stone - Recorded Live At Queen Elizabeth Theatre, Toronto, ON on April 20, 2011"	66	58	50	0.698	0.357	0.312	0	0.726	-4.19	0.0355	85.058	0.375
"1785"	33	"Madison Avenue"	"Don't Call Me Baby"	"Don't Call Me Baby - Original Mix - Edit"	50	48	57	0.0585	0.808	0.982	0.00689	0.35	-6.588	0.0311	124.999	0.961
"1786"	34	"Jamiroquai"	"The Return of the Space Cowboy"	"Space Cowboy - Remastered"	71	53	52	0.155	0.65	0.741	0.404	0.175	-8.368	0.118	110.179	0.751
"1788"	31	"Maroon 5"	"Overexposed Track By Track"	"Payphone"	89	72	75	0.0188	0.743	0.752	0	0.287	-4.813	0.0414	110.015	0.545
"1790"	32	"The Doors"	"Strange Days"	"People Are Strange"	77	64	68	0.685	0.699	0.467	0	0.315	-8.578	0.0375	119.287	0.764
"1791"	31	"Benefit"	"Sex Sells"	"Sex Sells"	14	16	23	0.0877	0.671	0.604	0	0.0966	-7.118	0.0247	100.971	0.49
"1793"	31	"Gin Blossoms"	"New Miserable Experience"	"Hey Jealousy"	61	47	52	0.000242	0.478	0.785	3.55e-06	0.369	-8.378	0.0403	152.923	0.502
"1794"	32	"Karaoke - Ameritz"	"Karaoke - Roy Orbison"	"Cryin’"	31	0	0	0.769	0.605	0.192	0.885	0.0967	-14.685	0.0567	72.082	0.0758
"1796"	27	"Chris Isaak"	"Best of Chris Isaak (Remastered)"	"Wicked Game"	64	61	68	0.744	0.667	0.548	0.0122	0.0946	-7.802	0.0262	112.549	0.29
"1797"	29	"Heart 2 Heart"	"Irresistible"	"Never Alone Again ( Acoustic)"	4	0	0	0.546	0.618	0.387	1.47e-06	0.189	-8.93	0.0364	108.115	0.483
"1798"	27	"Gabrielle"	"Rise"	"Out Of Reach"	62	58	63	0.503	0.51	0.48	0	0.106	-6.567	0.0452	182.862	0.496
"1799"	28	"Placebo"	"Battle for the Sun"	"Bright Lights"	69	47	37	4.12e-05	0.49	0.722	1.72e-05	0.0869	-5.345	0.0427	124.994	0.333
"1801"	26	"La-Le-Lu"	"Rock Mix, Vol. 2 (Karaoke Version)"	"Games People Play (Karaoke Version) - Originally Performed By Tesla"	27	0	0	0.296	0.568	0.457	0.708	0.0709	-7.819	0.0374	170.082	0.225
"1802"	24	"Foreigner"	"Double Vision [Expanded]"	"Blue Morning, Blue Day"	72	55	45	0.359	0.65	0.846	0	0.205	-6.144	0.0401	119.822	0.537
"1808"	23	"Frank Sinatra"	"Strangers In The Night (Expanded Edition)"	"Strangers In The Night"	78	57	64	0.638	0.229	0.494	0	0.217	-8.22	0.0311	80.092	0.526
"1810"	25	"Jill Scott"	"Lovely Day (Radio Edit)"	"Lovely Day - Radio Edit"	63	16	23	0.0864	0.688	0.756	1.73e-05	0.203	-6.074	0.115	98.112	0.681
"1811"	22	"Ayọ"	"Joyful"	"And It's Supposed To Be Love"	50	39	27	0.798	0.681	0.51	0.0564	0.238	-12.921	0.0792	97.748	0.404
"1812"	20	"All-4-One"	"Rhino Hi-Five: All-4-One"	"I Can Love You Like That"	63	62	64	0.0811	0.635	0.712	0	0.322	-4.998	0.0283	91.024	0.423
"1813"	23	"Bobby Caldwell"	"What You Won't Do for Love"	"What You Won't Do for Love"	58	52	60	0.461	0.642	0.397	0.000834	0.106	-16.842	0.0639	84.064	0.798
"1814"	25	"Al Jarreau"	"Love Songs"	"We're in This Love Together"	57	49	54	0.582	0.63	0.539	9.18e-05	0.639	-7.673	0.039	158.724	0.563
"1815"	23	"John Legend"	"Love In The Future (Expanded Edition)"	"All of Me"	83	76	84	0.922	0.422	0.264	0	0.132	-7.064	0.0322	119.93	0.331
"1817"	26	"Weeping Willows"	"Into the Light"	"Touch Me"	52	37	44	0.000161	0.54	0.743	0.000551	0.116	-5.442	0.0348	116.563	0.419
"1818"	23	"Chris Isaak"	"Best Of Chris Isaak"	"Baby Did A Bad Bad Thing - Remastered"	64	56	46	0.389	0.58	0.604	0.00051	0.111	-6.904	0.09	152.532	0.556
"1819"	24	"Pharrell Williams"	"Freedom"	"Freedom"	82	56	65	0.395	0.427	0.558	3.69e-05	0.136	-6.374	0.0685	86.141	0.605
"1820"	26	"Anggun"	"Anggun"	"A Rose in the Wind"	48	36	23	0.0882	0.624	0.755	1.67e-05	0.112	-4.135	0.0339	159.024	0.383
"1821"	24	"The Doobie Brothers"	"The Captain And Me"	"Long Train Runnin'"	72	67	71	0.0916	0.575	0.912	0.00211	0.0562	-7.275	0.0393	117.399	0.843
"1827"	23	"CHIC"	"Saturday Night Beats (Remixes)"	"I Want Your Love - Stonebridge Mix"	66	0	0	0.000679	0.682	0.744	0.628	0.0883	-12.225	0.0537	121.328	0.579
"1828"	23	"Alex Clare"	"The Lateness Of The Hour"	"Too Close"	65	54	61	0.00995	0.565	0.711	0	0.114	-4.179	0.0417	126.01	0.295
"1830"	20	"The Kooks"	"Inside In / Inside Out"	"Naive"	73	70	73	0.0759	0.391	0.808	0	0.149	-6.209	0.0892	100.304	0.737
"1831"	22	"Bryan Adams"	"On A Day Like Today"	"Cloud Number Nine"	77	54	46	0.0641	0.59	0.72	0	0.183	-7.127	0.0263	109.644	0.617
"1833"	22	"Leki"	"Leki & The Sweet Mints"	"Obsessive"	13	2	1	0.419	0.699	0.773	0	0.283	-3.982	0.0413	116.047	0.743
"1835"	18	"Lily Allen"	"Alright, Still [Deluxe]"	"Smile"	73	61	65	0.00143	0.632	0.639	0	0.221	-5.938	0.0259	95.506	0.733
"1836"	19	"Hanson"	"90s Mixtape"	"MMMBop"	63	57	59	0.00968	0.686	0.954	0.000555	0.0504	-5.072	0.054	104.853	0.746
"1840"	18	"White Knight Instrumental"	"Instrumental Covers Of Van Halen, Vol. 2"	"I Can't Stop Loving You"	29	0	1	0.305	0.62	0.578	0.83	0.239	-15.57	0.0347	115.984	0.426
"1841"	18	"Frankie Goes To Hollywood"	"Welcome To The Pleasuredome"	"The Power Of Love"	61	57	57	0.376	0.46	0.162	1.25e-05	0.181	-17.142	0.0335	122.767	0.102
"1843"	17	"Carpenters"	"Music To Set The Mood"	"(They Long To Be) Close To You - 1991 Remix"	69	0	7	0.765	0.589	0.201	3.3e-06	0.144	-16.697	0.0353	88.678	0.303
"1846"	14	"R.E.M."	"Accelerate"	"Supernatural Superserious"	76	38	42	0.00512	0.446	0.676	0.00209	0.307	-2.74	0.0487	125.033	0.769
"1847"	15	"America"	"America"	"A Horse with No Name"	71	68	75	0.686	0.654	0.506	0.0155	0.155	-17.18	0.0535	123.179	0.831
"1851"	16	"Dire Straits"	"On Every Street"	"Calling Elvis"	78	57	52	0.127	0.617	0.56	0.854	0.112	-11.56	0.0326	120.046	0.365
"1854"	15	"Daughtry"	"Baptized (Deluxe Version)"	"Waiting for Superman"	69	58	58	0.0029	0.555	0.682	0	0.0662	-5.711	0.0269	105.987	0.383
"1856"	16	"Guano Apes"	"The Best and The Lost (T)apes"	"Pretty in Scarlet"	54	48	27	0.00508	0.301	0.844	0	0.115	-5.928	0.0541	84.075	0.554
"1857"	15	"Sarah McLachlan"	"Surfacing"	"Angel"	65	61	67	0.949	0.532	0.0744	1.22e-05	0.106	-16.092	0.0355	117.131	0.125
"1858"	15	"The Foundations"	"The Foundations"	"Build Me Up Buttercup"	64	64	72	0.313	0.66	0.512	0	0.283	-7.183	0.0294	133.607	0.852
"1859"	15	"Katie Melua"	"Live at the O2 Arena (Deluxe Edition)"	"Mary Pickford - Live"	61	28	12	0.763	0.666	0.303	5.75e-06	0.703	-15.601	0.0703	133.381	0.38
"1862"	17	"Simply Red"	"Farewell: Live in Concert at Sydney Opera House"	"You Make Me Feel Brand New - Live at Sydney Opera House"	71	51	54	0.474	0.603	0.508	1.94e-05	0.342	-8.175	0.0342	78.534	0.173
"1863"	19	"The Lightning Seeds"	"Dizzy Heights"	"You Showed Me"	52	39	43	0.0142	0.599	0.754	0.303	0.0703	-6.498	0.0295	176.603	0.732
"1864"	18	"8-Bit Arcade"	"By Request, Vol. 7"	"Shallow (A Star Is Born) (8-Bit Lady Gaga & Bradley Cooper Emulation)"	46	24	29	0.285	0.324	0.386	0.932	0.308	-9.513	0.0504	96.074	0.144
"1867"	17	"Patsy Cline"	"Showcase"	"I Fall To Pieces - Single Version"	61	57	57	0.917	0.481	0.0568	0	0.12	-20.508	0.0357	111.799	0.505
"1870"	19	"Live"	"Pub Feed"	"Lightning Crashes"	64	0	7	0.241	0.385	0.433	7.07e-06	0.11	-9.256	0.0435	89.974	0.427
"1872"	19	"London Grammar"	"If You Wait (Deluxe Version)"	"Strong"	69	60	59	0.728	0.352	0.389	2.11e-05	0.077	-11.633	0.0424	69.999	0.259
"1874"	20	"Suzanne Vega"	"Close up, Vol. 2 - People & Places"	"Luka"	58	44	51	0.88	0.755	0.229	0	0.11	-10.433	0.0397	124.675	0.722
"1875"	21	"Portishead"	"Dummy"	"Glory Box"	64	64	66	0.228	0.481	0.409	0.409	0.0735	-9.919	0.0396	119.756	0.232
"1876"	24	"The Mars Volta"	"Frances the Mute"	"The Widow"	56	46	45	0.616	0.225	0.695	0.00515	0.297	-5.899	0.0397	101.068	0.105
"1877"	23	"Imagine Dragons"	"Night Visions"	"Demons"	92	77	78	0.192	0.497	0.709	0.000279	0.449	-2.928	0.0365	89.89	0.384
"1881"	19	"Def Leppard"	"When Love & Hate Collide - Single"	"When Love & Hate Collide"	73	49	57	0.0272	0.485	0.53	0	0.151	-9.611	0.0279	67.97	0.28
"1884"	19	"David Gilmour"	"On An Island"	"On An Island"	61	45	46	0.526	0.461	0.389	0.00459	0.07	-11.895	0.029	122.963	0.179
"1885"	20	"Patrick Swayze"	"Dirty Dancing: Anniversary Edition"	"She's Like the Wind"	57	58	61	0.313	0.596	0.457	2.43e-05	0.118	-10.046	0.0283	124.993	0.207
"1886"	18	"Prince"	"3121"	"Te Amo Corazón"	76	37	26	0.141	0.794	0.496	0.00504	0.067	-7.162	0.0338	108.182	0.372
"1887"	18	"Haley Reinhart"	"Better"	"Can't Help Falling in Love"	67	66	74	0.947	0.41	0.0485	0	0.108	-13.918	0.038	137.97	0.247
"1888"	19	"Lana Del Rey"	"Born To Die - The Paradise Edition"	"Blue Jeans"	85	73	65	0.418	0.558	0.837	0	0.0821	-4.405	0.0633	117.963	0.488
"1890"	20	"Faith No More"	"King for a Day... Fool for a Lifetime (Remastered; Deluxe Edition)"	"I Started a Joke - 2016 Remastered Version"	66	49	43	0.0686	0.458	0.565	0.023	0.125	-7.083	0.0455	73.482	0.355
"1892"	19	"Natalie Cole"	"Greatest Hits Volume 1"	"Unforgettable (Duet with Nat King Cole)"	66	51	59	0.851	0.307	0.289	0.000126	0.0798	-13.369	0.0281	85.948	0.145
"1893"	19	"Lukas Graham"	"Lukas Graham"	"7 Years"	79	73	78	0.287	0.765	0.473	0	0.391	-5.829	0.0514	119.992	0.34
"1895"	18	"The Moody Blues"	"The Other Side Of Life"	"Your Wildest Dreams"	64	45	52	0.318	0.535	0.585	0.0379	0.279	-15.919	0.0378	141.377	0.66
"1896"	18	"Lisa Loeb"	"Stay (I Missed You)"	"Stay (I Missed You)"	50	47	56	0.462	0.612	0.591	0	0.111	-7.02	0.051	160.659	0.349
"1897"	18	"Conjure One"	"Conjure One"	"Tears From The Moon (feat. Sinéad O'Connor)"	42	35	29	0.104	0.653	0.776	0.0493	0.239	-5.971	0.0378	102.829	0.85
"1898"	19	"Extreme"	"Tragic Comic"	"Rise N' Shine - Acoustic"	66	15	9	0.169	0.354	0.298	3.02e-05	0.25	-15.315	0.0293	147.1	0.277
"1902"	19	"Nirvana"	"MTV Unplugged In New York"	"Lake Of Fire"	83	72	65	0.293	0.53	0.634	3.99e-05	0.362	-9.549	0.273	145.248	0.637
"1903"	20	"Cinderella"	"This Is '80s Hair Metal"	"Don't Know What You've Got ('Til It's Gone)"	60	41	16	0.0625	0.314	0.62	0.0833	0.289	-9.269	0.0336	131.645	0.265
"1904"	19	"Radiohead"	"The King Of Limbs"	"Lotus Flower"	81	58	57	0.0895	0.721	0.676	0.336	0.0826	-8.78	0.0321	127.997	0.621
"1906"	22	"Meja"	"Seven Sisters"	"All 'Bout the Money"	43	38	47	0.0576	0.705	0.836	0.00143	0.174	-6.582	0.0355	102.082	0.551
"1907"	23	"Seal"	"Seal [1994]"	"Kiss from a Rose"	67	63	71	0.684	0.583	0.532	0	0.306	-7.11	0.0309	131.741	0.223
"1909"	23	"Vanessa Carlton"	"Be Not Nobody"	"A Thousand Miles"	70	69	77	0.323	0.56	0.825	0	0.161	-3.862	0.0379	94.931	0.268
"1910"	26	"En Vogue"	"Cool Pop"	"Don't Let Go (Love)"	61	0	0	0.295	0.626	0.693	8.77e-05	0.155	-6.496	0.0437	78.284	0.557
"1915"	30	"Mary Hopkin"	"Those Were the Days/Goodbye"	"Those Were the Days - Official 1977 Rerecording"	41	33	41	0.799	0.362	0.325	0.000481	0.0988	-7.454	0.0302	177.163	0.605
"1917"	30	"OutKast"	"Speakerboxxx/The Love Below"	"Hey Ya!"	78	73	77	0.103	0.728	0.974	0.000532	0.175	-2.261	0.0665	79.526	0.965
"1919"	34	"Tom Petty and the Heartbreakers"	"Greatest Hits"	"Mary Jane's Last Dance"	72	64	71	0.0272	0.464	0.655	1.34e-06	0.328	-9.058	0.0608	169.515	0.531
"1920"	31	"Rod Stewart"	"Blondes Have More Fun"	"Da Ya Think I'm Sexy"	75	57	65	0.0143	0.715	0.689	0.000192	0.111	-8.065	0.029	111.504	0.852
"1924"	34	"Republica"	"90s 100 Hits"	"Drop Dead Gorgeous - Radio Edit"	47	56	26	0.00183	0.577	0.788	0.000292	0.242	-8.968	0.0367	135.835	0.509
"1925"	32	"Sara Bareilles"	"Little Voice"	"Love Song"	75	70	76	0.0208	0.583	0.786	0	0.188	-3.142	0.0301	123.052	0.573
"1927"	26	"The All-American Rejects"	"Move Along"	"Dirty Little Secret"	72	58	62	0.000343	0.469	0.955	1.35e-06	0.548	-4.253	0.0432	143.853	0.462
"1929"	31	"Wet Wet Wet"	"10"	"Strange"	59	30	16	0.0142	0.59	0.892	5.89e-06	0.0669	-6.927	0.049	89.605	0.725
"1930"	31	"Pet Shop Boys"	"Discography - Complete Singles Collection"	"Always on My Mind"	70	63	68	0.0116	0.533	0.783	0.0565	0.186	-10.61	0.0366	124.874	0.726
"1931"	33	"Reverend And The Makers"	"The State Of Things"	"Open Your Window"	48	48	36	0.00333	0.582	0.845	0.000998	0.316	-4.499	0.0418	100.955	0.628
"1932"	38	"SNAP!"	"World Power"	"The Power"	61	49	55	0.0434	0.74	0.88	0.00798	0.341	-7.693	0.0624	108.9	0.707
"1935"	42	"Hard-FI"	"Remixed Rock"	"Suburban Knights - Steve Angello & Sebastian Ingrosso Mix"	56	9	0	0.0499	0.586	0.715	0.505	0.0602	-6.499	0.217	126.051	0.674
"1936"	41	"Chumbawamba"	"Playlist: 90s Pop"	"Tubthumping"	58	59	52	0.0906	0.394	0.944	0	0.473	-8.082	0.181	207.687	0.616
"1939"	54	"Blues Traveler"	"Blues Traveler"	"But Anyway"	59	44	50	0.0454	0.67	0.774	3.22e-05	0.0795	-9.079	0.0426	102.527	0.938
"1943"	50	"The Rasmus"	"Dead Letters"	"In the Shadows"	60	58	65	0.000109	0.6	0.796	5.2e-05	0.484	-4.481	0.0275	105.991	0.75
"1944"	55	"Boney M."	"Take The Heat Off Me"	"Daddy Cool"	67	62	67	0.281	0.763	0.777	0.78	0.134	-6.932	0.0364	124.431	0.929
"1946"	53	"Whitney Houston"	"I Will Always Love You: The Best Of Whitney Houston"	"I'm Your Baby Tonight"	79	53	50	0.317	0.668	0.872	2.02e-06	0.277	-8.787	0.0852	165.147	0.868
"1949"	57	"U2"	"All That You Can't Leave Behind"	"Beautiful Day"	81	66	71	0.0154	0.536	0.928	0.00134	0.2	-6.492	0.0589	136.258	0.389
"1951"	60	"KT Tunstall"	"Eye To The Telescope"	"Black Horse And The Cherry Tree"	63	62	60	0.328	0.748	0.786	0	0.34	-7.788	0.0641	104.833	0.917
"1953"	60	"The Police"	"Outlandos D'Amour (Remastered 2003)"	"Roxanne"	78	68	75	0.0384	0.618	0.748	4.1e-06	0.0473	-8.905	0.358	134.114	0.663
"1955"	55	"Calum Scott"	"Only Human (Special Edition)"	"Need To Know"	78	66	61	0.0968	0.728	0.739	0	0.0889	-6.95	0.151	125.064	0.311
"1957"	53	"The Cranberries"	"No Need To Argue"	"Zombie"	76	72	79	0.0163	0.299	0.613	0.00359	0.368	-9.012	0.0347	166.96	0.306
"1958"	56	"KONGOS"	"Lunatic"	"Come with Me Now"	62	62	69	0.0311	0.654	0.726	6.35e-05	0.0618	-3.803	0.0401	103.987	0.728
"1959"	57	"Vaya Con Dios"	"Night Owls"	"Sunny Days"	52	48	28	0.286	0.656	0.582	0	0.143	-12.365	0.0365	135.347	0.894
"1961"	53	"Sublime"	"Sublime"	"Santeria"	76	62	66	0.0208	0.67	0.753	2.71e-06	0.266	-5.058	0.0383	90.389	0.555
"1964"	59	"Red Hot Chili Peppers"	"Stadium Arcadium"	"Tell Me Baby"	86	77	65	0.00194	0.695	0.993	0.00217	0.0877	-3.102	0.0614	107.933	0.28
"1965"	61	"The Animals"	"The Singles Plus"	"The House of the Rising Sun"	68	63	71	0.000334	0.316	0.484	0.00445	0.0912	-9.11	0.0308	117.363	0.299
"1967"	65	"Ten Sharp"	"You"	"You"	49	50	58	0.426	0.405	0.901	0.0185	0.188	-7.905	0.0315	174.041	0.666
"1968"	65	"Michelle Branch"	"Hotel Paper (U.S. Version-Enh'd)"	"Are You Happy Now?"	63	50	49	0.0039	0.484	0.827	0.00143	0.0876	-5.324	0.046	179.566	0.717
"1969"	65	"Fall Out Boy"	"American Beauty/American Psycho"	"Irresistible"	87	76	64	0.0675	0.487	0.923	0	0.254	-3.054	0.114	165.044	0.432
"1971"	66	"Orson"	"Culture Vultures"	"Ain't No Party"	44	23	28	0.000793	0.554	0.827	0	0.146	-4.727	0.0406	126.077	0.839
"1973"	67	"Maggie Reilly"	"Midnight Sun"	"Only Love"	39	14	4	0.141	0.625	0.726	0	0.0634	-5.732	0.0255	109.606	0.548
"1976"	69	"Jethro Tull"	"The Best of Acoustic Jethro Tull"	"Thick as a Brick - Edit #1; 2001 Remaster"	64	41	46	0.263	0.443	0.401	0	0.168	-13.997	0.0426	168.209	0.751
"1977"	69	"Led Zeppelin"	"Houses Of The Holy (Deluxe Edition)"	"D'yer Mak'er - Remastered"	82	57	62	0.262	0.525	0.929	2.9e-05	0.0754	-8.56	0.0784	163.503	0.556
"1978"	66	"Cream"	"Disraeli Gears"	"Sunshine Of Your Love"	68	67	73	0.475	0.684	0.481	6.57e-05	0.118	-12.59	0.0384	115.078	0.784
"1979"	67	"Queen"	"A Day At The Races (Deluxe Edition 2011 Remaster)"	"Somebody To Love - Remastered 2011"	93	70	76	0.192	0.399	0.702	1.24e-06	0.219	-6.826	0.0627	109.722	0.393
"1986"	70	"Sam Brown"	"Stop!"	"Stop"	47	43	50	0.443	0.326	0.3	0	0.143	-13.671	0.0454	185.63	0.391
"1988"	78	"EMF"	"Schubert Dip"	"Unbelievable"	50	52	61	0.000341	0.637	0.849	0.0386	0.141	-6.855	0.0362	104.074	0.936
"1997"	72	"Céline Dion"	"The Very Best of Celine Dion"	"That's the Way It Is"	79	66	67	0.154	0.634	0.886	0	0.118	-5.424	0.0434	93.04	0.577
"1999"	70	"Lifehouse"	"Who We Are"	"Broken"	70	46	48	0.121	0.533	0.723	0	0.251	-5.692	0.0376	130.685	0.451
"2000"	70	"James Morrison"	"Songs For You, Truths For Me (International Exclusive Bundle)"	"You Make It Real"	70	64	60	0.242	0.317	0.57	0	0.145	-5.331	0.0324	84.253	0.322
"2001"	69	"Heart"	"Bad Animals"	"Alone"	70	63	72	0.638	0.418	0.452	0.00026	0.0959	-13.099	0.0356	175.088	0.168
"2003"	72	"Survivor"	"Vital Signs"	"I Can't Hold Back"	70	51	48	0.499	0.509	0.681	5.36e-05	0.1	-10.659	0.0306	143.645	0.33
"2006"	69	"Norah Jones"	"The Fall"	"Chasing Pirates"	76	57	56	0.547	0.85	0.468	0.0667	0.106	-9.09	0.039	106.974	0.76
"2008"	70	"Gloria Gaynor"	"New In Town"	"I WILL SURVIVE"	67	53	61	0.126	0.772	0.794	0.000553	0.322	-9.208	0.0632	116.959	0.638
"2009"	69	"3 Doors Down"	"3 Doors Down"	"It's Not My Time"	74	51	56	0.00272	0.529	0.928	3.67e-06	0.119	-4.861	0.084	127.996	0.26
"2013"	70	"311"	"Don't Tread On Me"	"Don't Tread On Me"	68	46	48	4.51e-05	0.574	0.919	0.0028	0.116	-6.418	0.0737	176.532	0.704
"2014"	70	"Hit The Button Karaoke"	"Karaoke Picks - 90's Rock & Indie Vol. 1"	"What Do You Want from Me? (Originally Performed by Monaco) - Karaoke Version"	35	4	4	0.00363	0.463	0.871	5.47e-05	0.0948	-6.806	0.0316	74.787	0.721
"2016"	76	"Matmata"	"Limen"	"Strano mondo (Strange world) (feat. Kè)"	8	9	13	0.652	0.656	0.349	0	0.0989	-9.213	0.0343	119.511	0.441
